ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Age_Group,Income_Group,Cluster
100002594,1,1,43,2,113789,0,1,Middle (31-45),Low,1
100002595,0,0,58,2,140213,1,0,Mature (46-60),Medium,2
100002596,0,0,39,0,127775,1,2,Middle (31-45),Medium,0
100002597,1,1,32,1,63859,0,0,Middle (31-45),Low,3
100002598,1,1,32,1,88564,1,0,Middle (31-45),Low,3
100002599,0,0,22,1,123549,1,0,Young (18-30),Low,0
100002600,0,0,51,2,148890,1,0,Mature (46-60),Medium,2
100002601,1,0,36,1,121916,1,2,Middle (31-45),Low,0
100002602,1,0,34,1,99292,0,0,Middle (31-45),Low,1
100002603,1,1,50,2,192633,1,1,Mature (46-60),Medium,2
100002604,0,0,34,1,149846,0,1,Middle (31-45),Medium,0
100002605,1,1,18,1,79513,0,1,Young (18-30),Low,3
100002606,1,1,20,1,128101,1,0,Young (18-30),Medium,0
100002607,0,0,29,0,92847,0,0,Young (18-30),Low,3
100002608,1,1,24,1,65093,1,0,Young (18-30),Low,3
100002609,0,0,23,0,87785,0,0,Young (18-30),Low,3
100002610,1,0,19,0,69442,0,0,Young (18-30),Low,3
100002611,1,1,27,0,100325,0,0,Young (18-30),Low,3
100002612,1,1,41,2,114402,0,1,Middle (31-45),Low,1
100002613,1,1,41,2,144375,1,2,Middle (31-45),Medium,2
100002614,0,1,53,2,201218,2,1,Mature (46-60),Medium,2
100002615,1,1,51,2,134559,1,1,Mature (46-60),Medium,2
100002616,1,1,36,2,108091,1,0,Middle (31-45),Low,1
100002617,0,0,49,1,177951,1,0,Mature (46-60),Medium,2
100002618,1,0,45,2,130744,0,0,Middle (31-45),Medium,2
100002619,0,0,50,1,114805,1,1,Mature (46-60),Low,1
100002620,0,0,48,1,118008,0,2,Mature (46-60),Low,1
100002621,1,1,36,2,95673,1,1,Middle (31-45),Low,1
100002622,1,0,33,1,108280,0,0,Middle (31-45),Low,1
100002623,0,1,49,1,126600,1,0,Mature (46-60),Low,1
100002624,0,1,34,1,66123,1,0,Middle (31-45),Low,3
100002625,0,0,39,1,99468,1,1,Middle (31-45),Low,1
100002626,0,1,27,1,111125,0,1,Young (18-30),Low,3
100002627,1,1,41,2,89884,1,0,Middle (31-45),Low,1
100002628,1,1,19,1,85364,1,1,Young (18-30),Low,3
100002629,1,0,33,1,104715,0,0,Middle (31-45),Low,3
100002630,0,0,52,2,168668,1,0,Mature (46-60),Medium,2
100002631,1,1,40,2,121167,1,0,Middle (31-45),Low,1
100002632,0,0,40,1,120838,0,1,Middle (31-45),Low,1
100002633,0,1,36,2,110561,1,1,Middle (31-45),Low,1
100002634,0,1,18,0,109701,2,1,Young (18-30),Low,3
100002635,0,0,57,2,193887,2,1,Mature (46-60),Medium,2
100002636,0,0,33,1,83455,1,0,Middle (31-45),Low,3
100002637,1,1,33,1,66216,1,1,Middle (31-45),Low,3
100002638,1,1,29,1,161942,2,1,Young (18-30),Medium,0
100002639,1,1,46,2,122350,1,0,Mature (46-60),Low,1
100002640,0,0,54,1,121355,1,1,Mature (46-60),Low,1
100002641,1,1,33,1,127484,1,0,Middle (31-45),Medium,0
100002642,0,1,27,1,130993,0,1,Young (18-30),Medium,0
100002643,0,1,31,1,136710,0,2,Middle (31-45),Medium,0
100002644,1,0,47,1,56862,0,0,Mature (46-60),Low,1
100002645,1,1,43,2,122728,1,1,Middle (31-45),Low,1
100002646,0,1,54,2,118929,0,1,Mature (46-60),Low,2
100002647,1,0,47,1,159680,1,2,Mature (46-60),Medium,2
100002648,0,1,25,0,201575,2,2,Young (18-30),Medium,0
100002649,0,1,38,1,79902,0,0,Middle (31-45),Low,1
100002650,0,0,53,1,133437,1,2,Mature (46-60),Medium,2
100002651,1,1,27,2,130572,1,1,Young (18-30),Medium,0
100002652,1,0,39,1,105947,1,1,Middle (31-45),Low,1
100002653,0,0,42,1,91122,0,1,Middle (31-45),Low,1
100002654,1,0,40,1,159473,1,1,Middle (31-45),Medium,0
100002655,0,1,26,1,100310,1,1,Young (18-30),Low,3
100002656,1,0,48,0,153305,1,1,Mature (46-60),Medium,2
100002657,0,0,36,0,133337,2,1,Middle (31-45),Medium,0
100002658,1,0,22,0,139523,1,1,Young (18-30),Medium,0
100002659,1,1,18,0,83431,0,0,Young (18-30),Low,3
100002660,1,1,26,1,97351,0,0,Young (18-30),Low,3
100002661,0,0,19,0,62805,1,1,Young (18-30),Low,3
100002662,0,1,45,1,156286,2,0,Middle (31-45),Medium,2
100002663,1,1,40,1,92741,0,1,Middle (31-45),Low,1
100002664,0,0,43,1,178576,2,1,Middle (31-45),Medium,2
100002665,0,0,38,1,139702,2,1,Middle (31-45),Medium,0
100002666,1,0,32,1,147432,2,0,Middle (31-45),Medium,0
100002667,0,0,42,1,141019,2,1,Middle (31-45),Medium,0
100002668,0,0,42,1,151276,1,2,Middle (31-45),Medium,0
100002669,0,0,23,0,117892,1,1,Young (18-30),Low,0
100002670,1,1,40,2,158739,2,2,Middle (31-45),Medium,2
100002671,0,1,55,1,101838,1,0,Mature (46-60),Low,1
100002672,0,0,44,1,121153,1,1,Middle (31-45),Low,1
100002673,0,0,33,0,120456,1,1,Middle (31-45),Low,0
100002674,1,1,28,1,179164,2,2,Young (18-30),Medium,0
100002675,0,1,33,1,59263,0,0,Middle (31-45),Low,3
100002676,0,1,20,1,109059,1,1,Young (18-30),Low,3
100002677,1,0,40,1,79596,1,1,Middle (31-45),Low,1
100002678,0,0,35,1,144288,0,0,Middle (31-45),Medium,0
100002679,0,0,31,1,148224,2,0,Middle (31-45),Medium,0
100002680,1,1,21,1,79545,0,0,Young (18-30),Low,3
100002681,0,0,44,1,120738,0,0,Middle (31-45),Low,1
100002682,0,0,39,1,170341,1,0,Middle (31-45),Medium,0
100002683,0,0,35,1,50220,0,1,Middle (31-45),Low,3
100002684,0,0,41,1,83788,1,1,Middle (31-45),Low,1
100002685,1,1,41,2,139006,1,1,Middle (31-45),Medium,2
100002686,0,0,39,0,146512,2,1,Middle (31-45),Medium,0
100002687,1,1,29,1,83386,0,0,Young (18-30),Low,3
100002688,0,1,41,2,98061,0,1,Middle (31-45),Low,1
100002689,1,1,31,1,123783,1,0,Middle (31-45),Low,0
100002690,1,0,25,1,62228,1,0,Young (18-30),Low,3
100002691,0,0,30,1,146806,1,2,Young (18-30),Medium,0
100002692,1,0,27,1,112278,1,1,Young (18-30),Low,3
100002693,1,1,39,2,86880,0,0,Middle (31-45),Low,1
100002694,0,0,54,1,118467,1,2,Mature (46-60),Low,1
100002695,0,0,36,1,142317,1,1,Middle (31-45),Medium,0
100002696,1,1,47,2,182867,2,1,Mature (46-60),Medium,2
100002697,1,1,45,2,116216,1,1,Middle (31-45),Low,1
100002698,1,0,28,0,136399,1,1,Young (18-30),Medium,0
100002699,0,0,27,1,99917,0,1,Young (18-30),Low,3
100002700,0,0,45,1,156573,1,2,Middle (31-45),Medium,2
100002701,0,0,49,1,185348,1,2,Mature (46-60),Medium,2
100002702,1,1,47,2,129698,1,1,Mature (46-60),Medium,2
100002703,0,0,36,0,116869,1,0,Middle (31-45),Low,1
100002704,1,1,38,2,102472,0,0,Middle (31-45),Low,1
100002705,1,1,25,1,35832,0,0,Young (18-30),Low,3
100002706,0,0,42,1,105271,0,1,Middle (31-45),Low,1
100002707,1,1,34,1,60248,0,0,Middle (31-45),Low,3
100002708,0,0,28,1,46651,0,0,Young (18-30),Low,3
100002709,0,1,43,2,159141,1,1,Middle (31-45),Medium,2
100002710,1,1,32,1,122032,1,1,Middle (31-45),Low,0
100002711,1,1,29,1,100696,0,1,Young (18-30),Low,3
100002712,1,1,58,1,143850,1,0,Mature (46-60),Medium,2
100002713,1,1,30,1,130434,1,0,Young (18-30),Medium,0
100002714,1,0,43,2,83038,0,1,Middle (31-45),Low,1
100002715,1,1,20,0,135538,1,1,Young (18-30),Medium,0
100002716,0,0,37,1,126756,2,2,Middle (31-45),Low,0
100002717,0,0,18,0,164683,1,1,Young (18-30),Medium,0
100002718,0,0,18,0,138188,2,1,Young (18-30),Medium,0
100002719,1,1,18,1,140796,1,1,Young (18-30),Medium,0
100002720,1,0,30,2,163523,2,2,Young (18-30),Medium,0
100002721,0,0,39,1,212843,2,2,Middle (31-45),Medium,2
100002722,1,0,49,1,116953,1,1,Mature (46-60),Low,1
100002723,0,1,51,2,125404,0,1,Mature (46-60),Low,2
100002724,1,1,41,1,118818,1,1,Middle (31-45),Low,1
100002725,0,0,23,0,104087,1,0,Young (18-30),Low,3
100002726,0,0,42,1,103046,1,1,Middle (31-45),Low,1
100002727,0,0,55,1,99526,1,0,Mature (46-60),Low,1
100002728,1,0,42,1,131342,0,1,Middle (31-45),Medium,1
100002729,0,0,39,1,48913,0,2,Middle (31-45),Low,1
100002730,1,0,35,1,128667,0,0,Middle (31-45),Medium,0
100002731,0,0,34,0,98762,1,0,Middle (31-45),Low,1
100002732,0,0,49,1,142665,1,1,Mature (46-60),Medium,2
100002733,0,0,52,1,150665,2,1,Mature (46-60),Medium,2
100002734,0,1,31,0,97806,1,0,Middle (31-45),Low,3
100002735,1,1,23,0,127719,1,2,Young (18-30),Medium,0
100002736,0,1,40,1,164096,2,1,Middle (31-45),Medium,0
100002737,0,0,49,0,155146,2,1,Mature (46-60),Medium,2
100002738,0,0,43,1,142904,1,2,Middle (31-45),Medium,0
100002739,1,0,43,1,186430,2,0,Middle (31-45),Medium,2
100002740,0,0,44,1,142843,1,1,Middle (31-45),Medium,1
100002741,1,1,64,2,111709,0,1,Senior (60+),Low,2
100002742,0,1,44,2,143486,1,1,Middle (31-45),Medium,2
100002743,1,0,34,2,78211,0,2,Middle (31-45),Low,3
100002744,0,1,50,2,167628,2,0,Mature (46-60),Medium,2
100002745,0,1,26,1,52046,0,0,Young (18-30),Low,3
100002746,0,0,52,1,105362,1,0,Mature (46-60),Low,1
100002747,1,0,41,1,125563,1,1,Middle (31-45),Low,1
100002748,1,1,28,1,105903,1,0,Young (18-30),Low,3
100002749,0,1,24,1,35832,0,0,Young (18-30),Low,3
100002750,1,1,26,1,130216,1,0,Young (18-30),Medium,0
100002751,1,1,46,3,129533,2,2,Mature (46-60),Medium,2
100002752,0,0,18,0,113771,1,1,Young (18-30),Low,3
100002753,1,1,52,2,160055,0,1,Mature (46-60),Medium,2
100002754,1,1,31,0,70024,0,0,Middle (31-45),Low,3
100002755,0,1,38,1,175828,2,1,Middle (31-45),Medium,0
100002756,1,0,30,1,202247,1,1,Young (18-30),Medium,0
100002757,1,1,31,1,152609,2,1,Middle (31-45),Medium,0
100002758,1,1,31,1,100498,0,1,Middle (31-45),Low,3
100002759,0,0,49,2,183561,1,2,Mature (46-60),Medium,2
100002760,1,0,40,1,151268,0,0,Middle (31-45),Medium,0
100002761,1,1,37,2,90000,0,0,Middle (31-45),Low,1
100002762,1,1,46,2,190011,1,1,Mature (46-60),Medium,2
100002763,0,1,51,1,158725,1,1,Mature (46-60),Medium,2
100002764,0,0,34,0,132669,1,2,Middle (31-45),Medium,0
100002765,0,0,41,1,126515,1,2,Middle (31-45),Low,1
100002766,0,0,54,2,197111,1,2,Mature (46-60),Medium,2
100002767,0,0,40,1,169963,1,1,Middle (31-45),Medium,0
100002768,1,0,31,0,80616,0,0,Middle (31-45),Low,3
100002769,1,1,34,2,157285,2,1,Middle (31-45),Medium,0
100002770,0,1,51,2,75988,1,2,Mature (46-60),Low,1
100002771,1,0,38,1,131878,1,0,Middle (31-45),Medium,0
100002772,1,1,50,2,118404,0,0,Mature (46-60),Low,1
100002773,0,1,18,1,91695,1,0,Young (18-30),Low,3
100002774,0,0,43,1,159436,1,0,Middle (31-45),Medium,2
100002775,0,0,26,1,70409,0,0,Young (18-30),Low,3
100002776,1,0,44,1,177755,1,1,Middle (31-45),Medium,2
100002777,0,0,33,0,160058,1,1,Middle (31-45),Medium,0
100002778,0,0,46,1,120637,0,0,Mature (46-60),Low,1
100002779,0,1,36,1,121865,1,1,Middle (31-45),Low,0
100002780,0,1,33,1,117145,0,1,Middle (31-45),Low,0
100002781,0,0,35,0,164240,2,1,Middle (31-45),Medium,0
100002782,0,0,40,1,190073,1,2,Middle (31-45),Medium,0
100002783,1,1,19,1,76737,0,0,Young (18-30),Low,3
100002784,0,0,41,1,122922,1,1,Middle (31-45),Low,1
100002785,0,0,36,1,141404,2,1,Middle (31-45),Medium,0
100002786,1,0,44,1,142418,0,1,Middle (31-45),Medium,1
100002787,0,0,30,1,123786,1,1,Young (18-30),Low,0
100002788,0,0,42,1,73269,0,0,Middle (31-45),Low,1
100002789,0,0,20,0,158706,1,1,Young (18-30),Medium,0
100002790,0,0,56,1,123934,1,2,Mature (46-60),Low,2
100002791,1,1,32,1,68678,1,0,Middle (31-45),Low,3
100002792,0,0,56,2,159647,1,2,Mature (46-60),Medium,2
100002793,1,0,52,2,135414,1,1,Mature (46-60),Medium,2
100002794,0,0,36,1,83400,0,0,Middle (31-45),Low,1
100002795,0,0,61,2,199856,2,1,Senior (60+),Medium,2
100002796,1,0,37,1,161941,1,2,Middle (31-45),Medium,0
100002797,0,0,39,1,85047,1,2,Middle (31-45),Low,1
100002798,1,0,32,1,53344,0,0,Middle (31-45),Low,3
100002799,1,1,54,2,140457,1,1,Mature (46-60),Medium,2
100002800,0,0,59,2,135638,0,0,Mature (46-60),Medium,2
100002801,1,1,41,2,162257,1,0,Middle (31-45),Medium,2
100002802,0,1,51,2,77901,0,1,Mature (46-60),Low,1
100002803,0,1,62,2,172796,1,1,Senior (60+),Medium,2
100002804,0,0,46,1,119084,0,0,Mature (46-60),Low,1
100002805,0,0,39,0,113223,1,1,Middle (31-45),Low,1
100002806,1,0,52,1,144150,2,1,Mature (46-60),Medium,2
100002807,0,0,43,1,103666,1,1,Middle (31-45),Low,1
100002808,0,0,32,0,125871,1,1,Middle (31-45),Low,0
100002809,0,0,44,0,123929,1,0,Middle (31-45),Low,1
100002810,1,1,18,1,127196,0,1,Young (18-30),Medium,3
100002811,0,0,31,0,112746,1,1,Middle (31-45),Low,0
100002812,1,1,44,2,91690,0,0,Middle (31-45),Low,1
100002813,0,0,41,0,119399,2,2,Middle (31-45),Low,1
100002814,0,1,30,1,127166,1,1,Young (18-30),Medium,0
100002815,1,1,18,1,136712,1,1,Young (18-30),Medium,0
100002816,0,0,52,1,161549,2,1,Mature (46-60),Medium,2
100002817,0,1,38,1,169399,2,0,Middle (31-45),Medium,0
100002818,1,1,29,1,76315,1,0,Young (18-30),Low,3
100002819,1,1,34,2,104436,1,2,Middle (31-45),Low,1
100002820,0,0,28,1,111110,1,0,Young (18-30),Low,3
100002821,1,0,41,1,120675,1,0,Middle (31-45),Low,1
100002822,0,0,27,0,106804,0,1,Young (18-30),Low,3
100002823,1,1,21,1,143276,1,2,Young (18-30),Medium,0
100002824,1,1,45,1,115555,1,1,Middle (31-45),Low,1
100002825,0,1,32,1,150917,1,1,Middle (31-45),Medium,0
100002826,0,0,47,1,154619,1,1,Mature (46-60),Medium,2
100002827,1,1,18,0,144722,1,0,Young (18-30),Medium,0
100002828,1,1,48,1,124062,0,1,Mature (46-60),Low,1
100002829,1,1,39,1,93992,0,1,Middle (31-45),Low,1
100002830,1,1,35,1,103666,1,0,Middle (31-45),Low,1
100002831,1,1,32,1,142019,1,1,Middle (31-45),Medium,0
100002832,1,1,41,1,84166,0,0,Middle (31-45),Low,1
100002833,0,0,46,2,105594,1,0,Mature (46-60),Low,1
100002834,0,0,28,1,93557,0,1,Young (18-30),Low,3
100002835,1,1,54,1,75848,0,0,Mature (46-60),Low,1
100002836,1,1,23,1,143059,0,1,Young (18-30),Medium,0
100002837,0,1,39,2,177858,2,2,Middle (31-45),Medium,2
100002838,0,1,31,1,109929,2,1,Middle (31-45),Low,0
100002839,1,0,26,0,82216,1,0,Young (18-30),Low,3
100002840,1,1,26,1,127978,1,0,Young (18-30),Medium,0
100002841,1,1,35,1,178726,0,1,Middle (31-45),Medium,0
100002842,1,1,54,2,190747,1,1,Mature (46-60),Medium,2
100002843,0,1,36,2,188981,2,1,Middle (31-45),Medium,2
100002844,0,0,35,1,140963,1,1,Middle (31-45),Medium,0
100002845,1,1,32,0,90529,0,1,Middle (31-45),Low,3
100002846,1,0,36,1,154635,1,2,Middle (31-45),Medium,0
100002847,0,0,49,1,188351,2,2,Mature (46-60),Medium,2
100002848,0,0,19,0,91606,1,1,Young (18-30),Low,3
100002849,1,1,18,1,107012,1,1,Young (18-30),Low,3
100002850,0,1,38,1,134511,1,2,Middle (31-45),Medium,0
100002851,0,0,32,0,102766,1,1,Middle (31-45),Low,1
100002852,1,1,43,1,150602,1,1,Middle (31-45),Medium,0
100002853,1,1,35,1,100370,0,0,Middle (31-45),Low,3
100002854,1,1,18,1,131359,0,0,Young (18-30),Medium,3
100002855,1,0,44,1,156033,1,1,Middle (31-45),Medium,2
100002856,0,0,51,2,188568,2,1,Mature (46-60),Medium,2
100002857,0,0,37,1,35832,0,1,Middle (31-45),Low,3
100002858,0,0,56,1,82573,0,1,Mature (46-60),Low,1
100002859,1,1,28,1,109933,1,1,Young (18-30),Low,3
100002860,1,1,22,1,113290,1,1,Young (18-30),Low,3
100002861,1,0,38,1,55938,0,0,Middle (31-45),Low,1
100002862,1,1,24,1,119567,1,1,Young (18-30),Low,0
100002863,1,1,25,1,124474,1,0,Young (18-30),Low,0
100002864,1,0,21,0,89082,1,0,Young (18-30),Low,3
100002865,0,1,20,1,147055,1,1,Young (18-30),Medium,0
100002866,0,0,40,1,174461,1,2,Middle (31-45),Medium,0
100002867,1,0,18,0,92104,1,1,Young (18-30),Low,3
100002868,1,1,31,1,93296,0,1,Middle (31-45),Low,3
100002869,0,0,58,1,126144,1,1,Mature (46-60),Low,2
100002870,0,1,37,1,157200,2,1,Middle (31-45),Medium,0
100002871,0,0,24,0,35832,0,0,Young (18-30),Low,3
100002872,0,0,48,2,212313,2,2,Mature (46-60),Medium,2
100002873,0,0,60,2,142311,0,0,Mature (46-60),Medium,2
100002874,0,1,19,1,79497,0,1,Young (18-30),Low,3
100002875,0,0,42,1,110385,0,1,Middle (31-45),Low,1
100002876,1,1,22,1,65290,1,0,Young (18-30),Low,3
100002877,1,1,19,1,108231,1,1,Young (18-30),Low,3
100002878,0,1,33,1,177272,2,1,Middle (31-45),Medium,0
100002879,0,1,50,1,122546,1,1,Mature (46-60),Low,1
100002880,1,0,31,1,123946,0,0,Middle (31-45),Low,0
100002881,0,0,18,0,125801,2,2,Young (18-30),Low,0
100002882,0,0,43,1,131389,2,2,Middle (31-45),Medium,1
100002883,0,0,63,2,220462,1,1,Senior (60+),High,2
100002884,1,1,52,2,181127,1,0,Mature (46-60),Medium,2
100002885,1,1,47,2,107010,0,0,Mature (46-60),Low,1
100002886,0,0,39,1,167729,1,2,Middle (31-45),Medium,0
100002887,1,1,28,1,152884,1,0,Young (18-30),Medium,0
100002888,0,0,29,0,71073,0,0,Young (18-30),Low,3
100002889,0,0,40,1,113852,1,0,Middle (31-45),Low,1
100002890,0,0,24,1,165419,1,1,Young (18-30),Medium,0
100002891,0,0,20,1,144097,1,1,Young (18-30),Medium,0
100002892,0,1,33,1,91580,0,1,Middle (31-45),Low,3
100002893,0,1,69,2,91584,1,1,Senior (60+),Low,2
100002894,0,0,53,1,112916,1,0,Mature (46-60),Low,1
100002895,0,0,61,2,167036,1,2,Senior (60+),Medium,2
100002896,1,0,31,1,117521,1,1,Middle (31-45),Low,0
100002897,1,1,29,0,68847,0,1,Young (18-30),Low,3
100002898,0,1,45,1,137890,1,1,Middle (31-45),Medium,1
100002899,0,1,30,1,128736,1,2,Young (18-30),Medium,0
100002900,0,1,32,1,159663,1,2,Middle (31-45),Medium,0
100002901,1,1,45,1,153221,1,2,Middle (31-45),Medium,2
100002902,1,1,30,1,94533,0,0,Young (18-30),Low,3
100002903,1,0,29,1,61361,0,0,Young (18-30),Low,3
100002904,1,1,19,0,90958,1,1,Young (18-30),Low,3
100002905,0,0,36,0,78174,0,0,Middle (31-45),Low,1
100002906,1,1,45,2,162830,1,0,Middle (31-45),Medium,2
100002907,1,1,29,1,155500,1,1,Young (18-30),Medium,0
100002908,1,0,58,2,184764,2,0,Mature (46-60),Medium,2
100002909,0,0,32,0,142106,1,1,Middle (31-45),Medium,0
100002910,0,0,19,0,65277,0,0,Young (18-30),Low,3
100002911,1,1,46,2,84841,1,1,Mature (46-60),Low,1
100002912,0,1,53,2,97851,0,0,Mature (46-60),Low,1
100002913,0,0,36,1,112384,0,1,Middle (31-45),Low,1
100002914,1,1,39,2,119250,0,0,Middle (31-45),Low,1
100002915,1,1,31,1,121673,1,1,Middle (31-45),Low,0
100002916,0,0,42,1,35832,0,0,Middle (31-45),Low,1
100002917,0,0,32,0,81423,2,2,Middle (31-45),Low,3
100002918,1,1,38,2,185616,2,1,Middle (31-45),Medium,2
100002919,1,0,53,1,142157,1,0,Mature (46-60),Medium,2
100002920,1,1,30,1,40025,0,0,Young (18-30),Low,3
100002921,0,0,29,1,99473,1,1,Young (18-30),Low,3
100002922,0,1,49,2,172374,1,2,Mature (46-60),Medium,2
100002923,1,1,18,1,80391,0,0,Young (18-30),Low,3
100002924,0,1,48,2,162515,1,2,Mature (46-60),Medium,2
100002925,0,1,18,0,92557,1,0,Young (18-30),Low,3
100002926,0,0,20,0,127968,0,0,Young (18-30),Medium,3
100002927,1,1,34,2,35832,0,0,Middle (31-45),Low,3
100002928,1,1,32,1,112263,0,0,Middle (31-45),Low,3
100002929,0,1,42,1,128835,1,0,Middle (31-45),Medium,1
100002930,0,1,31,1,176000,1,0,Middle (31-45),Medium,0
100002931,1,1,38,1,88122,1,0,Middle (31-45),Low,1
100002932,1,1,18,0,164155,1,1,Young (18-30),Medium,0
100002933,1,0,35,1,176959,1,1,Middle (31-45),Medium,0
100002934,0,0,32,1,125532,1,1,Middle (31-45),Low,0
100002935,0,1,47,2,96856,1,1,Mature (46-60),Low,1
100002936,1,1,41,2,157578,1,0,Middle (31-45),Medium,2
100002937,1,1,20,1,112942,0,1,Young (18-30),Low,3
100002938,1,1,29,1,110643,0,0,Young (18-30),Low,3
100002939,1,1,18,1,129740,1,1,Young (18-30),Medium,0
100002940,0,0,48,1,132424,1,1,Mature (46-60),Medium,1
100002941,0,1,30,1,35832,0,0,Young (18-30),Low,3
100002942,1,1,34,1,143611,2,1,Middle (31-45),Medium,0
100002943,0,1,34,1,239728,2,2,Middle (31-45),High,0
100002944,0,0,33,1,67854,0,0,Middle (31-45),Low,3
100002945,0,1,45,1,126057,1,1,Middle (31-45),Low,1
100002946,1,1,29,1,136730,0,1,Young (18-30),Medium,0
100002947,0,1,18,0,169197,2,2,Young (18-30),Medium,0
100002948,0,0,50,1,117058,1,0,Mature (46-60),Low,1
100002949,1,1,48,2,163509,2,1,Mature (46-60),Medium,2
100002950,1,1,36,1,125468,0,0,Middle (31-45),Low,1
100002951,1,0,47,2,130645,1,1,Mature (46-60),Medium,2
100002952,0,0,42,1,191372,1,1,Middle (31-45),Medium,2
100002953,0,0,38,1,171514,2,2,Middle (31-45),Medium,0
100002954,1,1,36,2,89252,0,0,Middle (31-45),Low,1
100002955,0,0,45,1,106417,0,0,Middle (31-45),Low,1
100002956,0,1,20,1,107459,1,0,Young (18-30),Low,3
100002957,1,1,18,0,115619,1,0,Young (18-30),Low,3
100002958,1,1,32,1,78729,1,0,Middle (31-45),Low,3
100002959,0,1,32,0,100282,1,0,Middle (31-45),Low,3
100002960,1,1,40,2,160440,1,0,Middle (31-45),Medium,2
100002961,1,1,33,1,110012,0,0,Middle (31-45),Low,3
100002962,1,1,40,1,130733,1,1,Middle (31-45),Medium,0
100002963,0,1,28,1,97768,1,1,Young (18-30),Low,3
100002964,1,1,56,2,124427,0,0,Mature (46-60),Low,2
100002965,0,0,34,1,177282,1,0,Middle (31-45),Medium,0
100002966,1,1,37,1,71159,0,0,Middle (31-45),Low,3
100002967,1,1,36,1,145692,1,1,Middle (31-45),Medium,0
100002968,0,1,40,1,162053,2,1,Middle (31-45),Medium,0
100002969,1,1,36,1,35832,0,1,Middle (31-45),Low,3
100002970,1,0,31,1,43520,0,0,Middle (31-45),Low,3
100002971,0,0,30,1,126041,1,0,Young (18-30),Low,0
100002972,1,0,50,2,130311,1,0,Mature (46-60),Medium,2
100002973,0,0,46,1,218197,2,2,Mature (46-60),High,2
100002974,0,0,29,1,78422,1,1,Young (18-30),Low,3
100002975,1,1,48,2,114834,0,0,Mature (46-60),Low,1
100002976,1,1,36,2,142381,1,1,Middle (31-45),Medium,0
100002977,1,1,41,2,125311,1,1,Middle (31-45),Low,1
100002978,0,0,44,1,145680,2,1,Middle (31-45),Medium,2
100002979,1,0,39,0,80479,0,0,Middle (31-45),Low,1
100002980,1,1,50,2,131702,1,1,Mature (46-60),Medium,2
100002981,1,0,34,1,121384,1,0,Middle (31-45),Low,0
100002982,0,0,37,0,63891,0,0,Middle (31-45),Low,1
100002983,0,1,34,1,127528,1,2,Middle (31-45),Medium,0
100002984,1,0,29,1,74134,0,0,Young (18-30),Low,3
100002985,0,1,36,1,120034,1,1,Middle (31-45),Low,0
100002986,0,0,34,1,98853,1,2,Middle (31-45),Low,1
100002987,1,1,30,1,68258,0,0,Young (18-30),Low,3
100002988,0,0,28,0,70567,1,2,Young (18-30),Low,3
100002989,1,1,39,2,92641,0,1,Middle (31-45),Low,1
100002990,1,1,24,1,114779,1,0,Young (18-30),Low,3
100002991,1,1,26,1,120189,0,0,Young (18-30),Low,3
100002992,1,0,22,1,46475,0,0,Young (18-30),Low,3
100002993,0,0,40,1,100341,1,1,Middle (31-45),Low,1
100002994,0,1,42,1,115522,1,0,Middle (31-45),Low,1
100002995,1,1,31,1,120105,1,0,Middle (31-45),Low,0
100002996,1,0,50,1,37403,0,0,Mature (46-60),Low,1
100002997,1,0,33,1,89694,1,1,Middle (31-45),Low,3
100002998,0,0,51,2,186873,2,2,Mature (46-60),Medium,2
100002999,1,0,37,1,134597,1,1,Middle (31-45),Medium,0
100003000,0,0,40,1,222206,1,1,Middle (31-45),High,2
100003001,0,0,50,2,133664,0,1,Mature (46-60),Medium,2
100003002,1,1,40,2,113856,0,0,Middle (31-45),Low,1
100003003,0,0,55,1,143356,0,0,Mature (46-60),Medium,2
100003004,0,0,42,1,85500,1,1,Middle (31-45),Low,1
100003005,1,1,47,2,141584,0,0,Mature (46-60),Medium,2
100003006,0,1,42,2,102887,0,0,Middle (31-45),Low,1
100003007,0,0,44,1,162904,2,2,Middle (31-45),Medium,2
100003008,0,0,50,1,96852,0,2,Mature (46-60),Low,1
100003009,1,1,42,1,133478,1,0,Middle (31-45),Medium,1
100003010,1,1,54,1,68287,0,0,Mature (46-60),Low,1
100003011,1,1,47,2,93028,0,0,Mature (46-60),Low,1
100003012,0,0,51,1,138374,2,2,Mature (46-60),Medium,2
100003013,0,0,35,0,112812,1,1,Middle (31-45),Low,1
100003014,1,1,44,2,119089,1,2,Middle (31-45),Low,1
100003015,0,1,42,1,101302,0,0,Middle (31-45),Low,1
100003016,1,0,31,0,130575,0,0,Middle (31-45),Medium,0
100003017,1,1,31,1,153733,1,1,Middle (31-45),Medium,0
100003018,0,0,37,0,80955,1,1,Middle (31-45),Low,1
100003019,1,0,30,1,71904,0,0,Young (18-30),Low,3
100003020,1,1,37,1,92914,0,0,Middle (31-45),Low,1
100003021,0,0,21,0,99058,1,0,Young (18-30),Low,3
100003022,1,1,23,1,69049,0,0,Young (18-30),Low,3
100003023,0,0,31,0,94955,0,2,Middle (31-45),Low,3
100003024,1,1,55,1,116189,0,0,Mature (46-60),Low,1
100003025,0,1,50,2,142359,0,1,Mature (46-60),Medium,2
100003026,0,0,43,1,134986,0,0,Middle (31-45),Medium,1
100003027,0,1,32,1,86035,0,0,Middle (31-45),Low,3
